fix,sp_p1,family_p1,origin_p1,bio_p1,bio_p1_0,target,family,origin_p2,biomass,root,comp,family_comp,competition,trans_date_c,comb
533,Cynosurus cristatus,Poaceae,native,3.487,3.487,Lolium multiflorum,Poaceae,alien,1.057,NA,Salvia pratensis,Lamiaceae,inter,0,H14
1391,Salvia verticillata,Lamiaceae,alien,2.21,2.21,Lolium multiflorum,Poaceae,alien,1.572,NA,Lolium multiflorum,Poaceae,intra,28,C8
1391,Salvia verticillata,Lamiaceae,alien,2.21,2.21,Lolium multiflorum,Poaceae,alien,0.451,NA,Lolium multiflorum,Poaceae,intra,28,C8
852,Lolium multiflorum,Poaceae,alien,4.283,4.283,Leontodon autumnalis,Compositae,native,0.529,NA,Solidago canadensis,Compositae,inter,0,H2
852,Lolium multiflorum,Poaceae,alien,4.283,4.283,Solidago canadensis,Compositae,alien,0.176,NA,Leontodon autumnalis,Compositae,inter,0,H2
1002,Lotus corniculatus,Leguminosae,native,2.349,2.349,Leontodon autumnalis,Compositae,native,0.722,NA,Solidago canadensis,Compositae,inter,0,H2
1002,Lotus corniculatus,Leguminosae,native,2.349,2.349,Solidago canadensis,Compositae,alien,0.335,NA,Leontodon autumnalis,Compositae,inter,0,H2
150,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.937,0.626,alone,alone,alone,0,A3
603,Cynosurus cristatus,Poaceae,native,4.372,4.372,Salvia pratensis,Lamiaceae,native,2.157,1.218,alone,alone,alone,0,A4
395,Dactylis glomerata,Poaceae,native,3.53,3.53,Salvia pratensis,Lamiaceae,native,0.424,NA,Lolium multiflorum,Poaceae,inter,0,H14
395,Dactylis glomerata,Poaceae,native,3.53,3.53,Lolium multiflorum,Poaceae,alien,1.456,NA,Salvia pratensis,Lamiaceae,inter,0,H14
799,Lolium multiflorum,Poaceae,alien,3.622,3.622,Onobrychis viciifolia,Leguminosae,alien,0.322,0.081,alone,alone,alone,0,A7
759,Lolium multiflorum,Poaceae,alien,3.255,3.255,Salvia pratensis,Lamiaceae,native,0.231,NA,Senecio inaequidens,Compositae,inter,0,H24
759,Lolium multiflorum,Poaceae,alien,3.255,3.255,Senecio inaequidens,Compositae,alien,1.329,NA,Salvia pratensis,Lamiaceae,inter,0,H24
1091,Onobrychis viciifolia,Leguminosae,alien,1.245,1.245,Dactylis glomerata,Poaceae,native,1.855,NA,Dactylis glomerata,Poaceae,intra,0,C1
1091,Onobrychis viciifolia,Leguminosae,alien,1.245,1.245,Dactylis glomerata,Poaceae,native,1.362,NA,Dactylis glomerata,Poaceae,intra,0,C1
1532,Solidago gigantea,Compositae,alien,1.589,1.589,Dactylis glomerata,Poaceae,native,0.815,NA,Senecio inaequidens,Compositae,inter,33,H21
1532,Solidago gigantea,Compositae,alien,1.589,1.589,Senecio inaequidens,Compositae,alien,0.921,NA,Dactylis glomerata,Poaceae,inter,33,H21
74,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,1.098,NA,Solidago canadensis,Compositae,intra,0,C6
74,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,1.051,NA,Solidago canadensis,Compositae,intra,0,C6
347,Dactylis glomerata,Poaceae,native,6.273,6.273,Lotus corniculatus,Leguminosae,native,1.158,NA,Solidago canadensis,Compositae,inter,0,H3
347,Dactylis glomerata,Poaceae,native,6.273,6.273,Solidago canadensis,Compositae,alien,0.235,NA,Lotus corniculatus,Leguminosae,inter,0,H3
778,Lolium multiflorum,Poaceae,alien,4.446,4.446,Salvia pratensis,Lamiaceae,native,0.454,NA,Solidago canadensis,Compositae,inter,0,H4
778,Lolium multiflorum,Poaceae,alien,4.446,4.446,Solidago canadensis,Compositae,alien,0.596,NA,Salvia pratensis,Lamiaceae,inter,0,H4
420,Dactylis glomerata,Poaceae,native,5.691,5.691,Salvia pratensis,Lamiaceae,native,0.318,NA,Epilobium ciliatum,Onagraceae,inter,0,H19
420,Dactylis glomerata,Poaceae,native,5.691,5.691,Epilobium ciliatum,Onagraceae,alien,1.614,NA,Salvia pratensis,Lamiaceae,inter,0,H19
963,Lotus corniculatus,Leguminosae,native,1.906,1.906,Lolium multiflorum,Poaceae,alien,1.989,1.931,alone,alone,alone,0,A8
124,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.452,0.169,alone,alone,alone,0,A7
585,Cynosurus cristatus,Poaceae,native,3.561,3.561,Plantago media,Plantaginaceae,native,0.633,NA,Solidago canadensis,Compositae,inter,0,H5
585,Cynosurus cristatus,Poaceae,native,3.561,3.561,Solidago canadensis,Compositae,alien,0.062,NA,Plantago media,Plantaginaceae,inter,0,H5
1240,Salvia pratensis,Lamiaceae,native,3.917,3.917,Dactylis glomerata,Poaceae,native,1.724,NA,Senecio inaequidens,Compositae,inter,0,H21
1240,Salvia pratensis,Lamiaceae,native,3.917,3.917,Senecio inaequidens,Compositae,alien,0.865,NA,Dactylis glomerata,Poaceae,inter,0,H21
472,Cynosurus cristatus,Poaceae,native,2.584,2.584,Lotus corniculatus,Leguminosae,native,0.536,NA,Lotus corniculatus,Leguminosae,intra,0,C3
472,Cynosurus cristatus,Poaceae,native,2.584,2.584,Lotus corniculatus,Leguminosae,native,0.697,NA,Lotus corniculatus,Leguminosae,intra,0,C3
1203,Salvia pratensis,Lamiaceae,native,4.699,4.699,Plantago media,Plantaginaceae,native,0.479,NA,Solidago canadensis,Compositae,inter,0,H5
1203,Salvia pratensis,Lamiaceae,native,4.699,4.699,Solidago canadensis,Compositae,alien,1.244,NA,Plantago media,Plantaginaceae,inter,0,H5
590,Cynosurus cristatus,Poaceae,native,4.487,4.487,Lotus corniculatus,Leguminosae,native,0.442,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
590,Cynosurus cristatus,Poaceae,native,4.487,4.487,Onobrychis viciifolia,Leguminosae,alien,0.407,NA,Lotus corniculatus,Leguminosae,inter,0,H8
321,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,1.031,0.48,alone,alone,alone,0,A3
324,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,0.928,0.204,alone,alone,alone,0,A1
377,Dactylis glomerata,Poaceae,native,4.325,4.325,Senecio inaequidens,Compositae,alien,1.32,NA,Senecio inaequidens,Compositae,intra,0,C10
377,Dactylis glomerata,Poaceae,native,4.325,4.325,Senecio inaequidens,Compositae,alien,1.225,NA,Senecio inaequidens,Compositae,intra,0,C10
847,Lolium multiflorum,Poaceae,alien,3.992,3.992,Dactylis glomerata,Poaceae,native,2,NA,Epilobium ciliatum,Onagraceae,inter,0,H16
847,Lolium multiflorum,Poaceae,alien,3.992,3.992,Epilobium ciliatum,Onagraceae,alien,0.466,NA,Dactylis glomerata,Poaceae,inter,0,H16
1017,Lotus corniculatus,Leguminosae,native,2.156,2.156,Epilobium ciliatum,Onagraceae,alien,1.544,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
1017,Lotus corniculatus,Leguminosae,native,2.156,2.156,Epilobium ciliatum,Onagraceae,alien,1.03,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
5,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,3.602,1.098,alone,alone,alone,0,A10
19,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,2.923,2.849,alone,alone,alone,0,A8
493,Cynosurus cristatus,Poaceae,native,2.351,2.351,Salvia pratensis,Lamiaceae,native,1.041,0.356,alone,alone,alone,0,A4
1001,Lotus corniculatus,Leguminosae,native,2.1,2.1,Salvia pratensis,Lamiaceae,native,1.327,NA,Solidago canadensis,Compositae,inter,0,H4
1001,Lotus corniculatus,Leguminosae,native,2.1,2.1,Solidago canadensis,Compositae,alien,0.499,NA,Salvia pratensis,Lamiaceae,inter,0,H4
1112,Onobrychis viciifolia,Leguminosae,alien,1.312,1.312,Lotus corniculatus,Leguminosae,native,0.313,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
1112,Onobrychis viciifolia,Leguminosae,alien,1.312,1.312,Epilobium ciliatum,Onagraceae,alien,2.687,NA,Lotus corniculatus,Leguminosae,inter,0,H18
414,Dactylis glomerata,Poaceae,native,6.051,6.051,Plantago media,Plantaginaceae,native,0.94,NA,Epilobium ciliatum,Onagraceae,inter,0,H20
414,Dactylis glomerata,Poaceae,native,6.051,6.051,Epilobium ciliatum,Onagraceae,alien,1.216,NA,Plantago media,Plantaginaceae,inter,0,H20
1189,Salvia pratensis,Lamiaceae,native,2.735,2.735,Senecio inaequidens,Compositae,alien,2.074,0.876,alone,alone,alone,0,A10
466,Dactylis glomerata,Poaceae,native,5.832,5.832,Lotus corniculatus,Leguminosae,native,0.469,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
466,Dactylis glomerata,Poaceae,native,5.832,5.832,Onobrychis viciifolia,Leguminosae,alien,0.107,NA,Lotus corniculatus,Leguminosae,inter,0,H8
1066,Onobrychis viciifolia,Leguminosae,alien,1.19,1.19,Lotus corniculatus,Leguminosae,native,0.293,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
1066,Onobrychis viciifolia,Leguminosae,alien,1.19,1.19,Epilobium ciliatum,Onagraceae,alien,1.196,NA,Lotus corniculatus,Leguminosae,inter,0,H18
908,Lotus corniculatus,Leguminosae,native,1.985,1.985,Lolium multiflorum,Poaceae,alien,1.33,NA,Lolium multiflorum,Poaceae,intra,0,C8
908,Lotus corniculatus,Leguminosae,native,1.985,1.985,Lolium multiflorum,Poaceae,alien,0.896,NA,Lolium multiflorum,Poaceae,intra,0,C8
794,Lolium multiflorum,Poaceae,alien,4.99,4.99,Salvia pratensis,Lamiaceae,native,1.115,NA,Solidago canadensis,Compositae,inter,0,H4
794,Lolium multiflorum,Poaceae,alien,4.99,4.99,Solidago canadensis,Compositae,alien,0.352,NA,Salvia pratensis,Lamiaceae,inter,0,H4
1297,Salvia pratensis,Lamiaceae,native,3.389,3.389,Lotus corniculatus,Leguminosae,native,0.391,NA,Lolium multiflorum,Poaceae,inter,0,H13
1297,Salvia pratensis,Lamiaceae,native,3.389,3.389,Lolium multiflorum,Poaceae,alien,1.58,NA,Lotus corniculatus,Leguminosae,inter,0,H13
1654,Plantago media,Plantaginaceae,native,6.06,6.06,Lolium multiflorum,Poaceae,alien,1.758,NA,Lolium multiflorum,Poaceae,intra,2,C8
1654,Plantago media,Plantaginaceae,native,6.06,6.06,Lolium multiflorum,Poaceae,alien,0.32,NA,Lolium multiflorum,Poaceae,intra,2,C8
463,Dactylis glomerata,Poaceae,native,6.423,6.423,Senecio inaequidens,Compositae,alien,2.231,0.971,alone,alone,alone,0,A10
1100,Onobrychis viciifolia,Leguminosae,alien,0.484,0.484,Lotus corniculatus,Leguminosae,native,0.221,NA,Lolium multiflorum,Poaceae,inter,0,H13
1100,Onobrychis viciifolia,Leguminosae,alien,0.484,0.484,Lolium multiflorum,Poaceae,alien,1.717,NA,Lotus corniculatus,Leguminosae,inter,0,H13
551,Cynosurus cristatus,Poaceae,native,3.813,3.813,Salvia pratensis,Lamiaceae,native,0.406,NA,Epilobium ciliatum,Onagraceae,inter,0,H19
551,Cynosurus cristatus,Poaceae,native,3.813,3.813,Epilobium ciliatum,Onagraceae,alien,1.803,NA,Salvia pratensis,Lamiaceae,inter,0,H19
882,Lolium multiflorum,Poaceae,alien,4.662,4.662,Salvia pratensis,Lamiaceae,native,1.356,0.31,alone,alone,alone,0,A4
20,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,1.062,NA,Senecio inaequidens,Compositae,inter,0,H24
20,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,2.163,NA,Salvia pratensis,Lamiaceae,inter,0,H24
1114,Onobrychis viciifolia,Leguminosae,alien,0.377,0.377,Plantago media,Plantaginaceae,native,0.452,NA,Lolium multiflorum,Poaceae,inter,0,H15
1114,Onobrychis viciifolia,Leguminosae,alien,0.377,0.377,Lolium multiflorum,Poaceae,alien,2.209,NA,Plantago media,Plantaginaceae,inter,0,H15
6,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,3.236,2.509,alone,alone,alone,0,A1
1178,Salvia pratensis,Lamiaceae,native,2.591,2.591,Leontodon autumnalis,Compositae,native,0.252,NA,Onobrychis viciifolia,Leguminosae,inter,0,H7
1178,Salvia pratensis,Lamiaceae,native,2.591,2.591,Onobrychis viciifolia,Leguminosae,alien,0.144,NA,Leontodon autumnalis,Compositae,inter,0,H7
356,Dactylis glomerata,Poaceae,native,5.716,5.716,Solidago canadensis,Compositae,alien,0.53,NA,Solidago canadensis,Compositae,intra,0,C6
356,Dactylis glomerata,Poaceae,native,5.716,5.716,Solidago canadensis,Compositae,alien,0.445,NA,Solidago canadensis,Compositae,intra,0,C6
214,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,1,NA,Senecio inaequidens,Compositae,inter,0,H22
214,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,2.421,NA,Leontodon autumnalis,Compositae,inter,0,H22
262,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,2.55,NA,Solidago canadensis,Compositae,inter,0,H1
262,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.402,NA,Dactylis glomerata,Poaceae,inter,0,H1
177,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.683,NA,Solidago canadensis,Compositae,inter,0,H2
177,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.195,NA,Leontodon autumnalis,Compositae,inter,0,H2
874,Lolium multiflorum,Poaceae,alien,3.262,3.262,Epilobium ciliatum,Onagraceae,alien,1.769,0.556,alone,alone,alone,0,A9
825,Lolium multiflorum,Poaceae,alien,2.226,2.226,Lolium multiflorum,Poaceae,alien,0.964,NA,Lolium multiflorum,Poaceae,intra,0,C8
825,Lolium multiflorum,Poaceae,alien,2.226,2.226,Lolium multiflorum,Poaceae,alien,0.449,NA,Lolium multiflorum,Poaceae,intra,0,C8
870,Lolium multiflorum,Poaceae,alien,4.87,4.87,Lotus corniculatus,Leguminosae,native,0.212,NA,Senecio inaequidens,Compositae,inter,0,H23
870,Lolium multiflorum,Poaceae,alien,4.87,4.87,Senecio inaequidens,Compositae,alien,1.72,NA,Lotus corniculatus,Leguminosae,inter,0,H23
638,Leontodon autumnalis,Compositae,native,4.555,4.555,Lotus corniculatus,Leguminosae,native,0.356,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
638,Leontodon autumnalis,Compositae,native,4.555,4.555,Onobrychis viciifolia,Leguminosae,alien,0.402,NA,Lotus corniculatus,Leguminosae,inter,0,H8
174,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,3.857,3.113,alone,alone,alone,0,A1
254,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,1.508,NA,Leontodon autumnalis,Compositae,intra,0,C2
254,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,1.27,NA,Leontodon autumnalis,Compositae,intra,0,C2
619,Leontodon autumnalis,Compositae,native,3.425,3.425,Onobrychis viciifolia,Leguminosae,alien,0.24,0.04,alone,alone,alone,0,A7
325,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,1.851,NA,Lolium multiflorum,Poaceae,intra,0,C8
325,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,1.555,NA,Lolium multiflorum,Poaceae,intra,0,C8
293,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,1.812,0.757,alone,alone,alone,0,A3
22,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,1.006,NA,Plantago media,Plantaginaceae,intra,0,C5
22,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,1.407,NA,Plantago media,Plantaginaceae,intra,0,C5
1365,Salvia verticillata,Lamiaceae,alien,2.356,2.356,Salvia pratensis,Lamiaceae,native,0.551,NA,Onobrychis viciifolia,Leguminosae,inter,28,H9
1365,Salvia verticillata,Lamiaceae,alien,2.356,2.356,Onobrychis viciifolia,Leguminosae,alien,1.568,NA,Salvia pratensis,Lamiaceae,inter,28,H9
383,Dactylis glomerata,Poaceae,native,5.225,5.225,Lotus corniculatus,Leguminosae,native,0.378,NA,Senecio inaequidens,Compositae,inter,0,H23
383,Dactylis glomerata,Poaceae,native,5.225,5.225,Senecio inaequidens,Compositae,alien,1.507,NA,Lotus corniculatus,Leguminosae,inter,0,H23
1261,Salvia pratensis,Lamiaceae,native,3.282,3.282,Leontodon autumnalis,Compositae,native,0.606,NA,Epilobium ciliatum,Onagraceae,inter,0,H17
1261,Salvia pratensis,Lamiaceae,native,3.282,3.282,Epilobium ciliatum,Onagraceae,alien,0.823,NA,Leontodon autumnalis,Compositae,inter,0,H17
392,Dactylis glomerata,Poaceae,native,6.573,6.573,Dactylis glomerata,Poaceae,native,0.79,NA,Epilobium ciliatum,Onagraceae,inter,0,H16
392,Dactylis glomerata,Poaceae,native,6.573,6.573,Epilobium ciliatum,Onagraceae,alien,0.745,NA,Dactylis glomerata,Poaceae,inter,0,H16
1371,Salvia verticillata,Lamiaceae,alien,3.94,3.94,Senecio inaequidens,Compositae,alien,2.06,0.752,alone,alone,alone,28,A10
1087,Onobrychis viciifolia,Leguminosae,alien,1.803,1.803,Onobrychis viciifolia,Leguminosae,alien,0.426,0.114,alone,alone,alone,0,A7
1267,Salvia pratensis,Lamiaceae,native,4.18,4.18,Lotus corniculatus,Leguminosae,native,0.176,NA,Solidago canadensis,Compositae,inter,0,H3
1267,Salvia pratensis,Lamiaceae,native,4.18,4.18,Solidago canadensis,Compositae,alien,1.223,NA,Lotus corniculatus,Leguminosae,inter,0,H3
419,Dactylis glomerata,Poaceae,native,4.679,4.679,Salvia pratensis,Lamiaceae,native,0.634,0.233,alone,alone,alone,0,A4
898,Lotus corniculatus,Leguminosae,native,2.525,2.525,Onobrychis viciifolia,Leguminosae,alien,0.629,0.311,alone,alone,alone,0,A7
873,Lolium multiflorum,Poaceae,alien,3.378,3.378,Plantago media,Plantaginaceae,native,0.273,NA,Lolium multiflorum,Poaceae,inter,0,H15
873,Lolium multiflorum,Poaceae,alien,3.378,3.378,Lolium multiflorum,Poaceae,alien,1.413,NA,Plantago media,Plantaginaceae,inter,0,H15
788,Lolium multiflorum,Poaceae,alien,3.348,3.348,Salvia pratensis,Lamiaceae,native,1.256,0.662,alone,alone,alone,0,A4
677,Leontodon autumnalis,Compositae,native,4.381,4.381,Epilobium ciliatum,Onagraceae,alien,0.799,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
677,Leontodon autumnalis,Compositae,native,4.381,4.381,Epilobium ciliatum,Onagraceae,alien,0.808,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
1542,Solidago gigantea,Compositae,alien,1.538,1.538,Dactylis glomerata,Poaceae,native,1.157,NA,Senecio inaequidens,Compositae,inter,33,H21
1542,Solidago gigantea,Compositae,alien,1.538,1.538,Senecio inaequidens,Compositae,alien,0.846,NA,Dactylis glomerata,Poaceae,inter,33,H21
753,Lolium multiflorum,Poaceae,alien,0.407,0.407,Onobrychis viciifolia,Leguminosae,alien,0.292,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
753,Lolium multiflorum,Poaceae,alien,0.407,0.407,Onobrychis viciifolia,Leguminosae,alien,0.553,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
1215,Salvia pratensis,Lamiaceae,native,3.856,3.856,Lotus corniculatus,Leguminosae,native,0.444,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
1215,Salvia pratensis,Lamiaceae,native,3.856,3.856,Epilobium ciliatum,Onagraceae,alien,1.556,NA,Lotus corniculatus,Leguminosae,inter,0,H18
549,Cynosurus cristatus,Poaceae,native,2.925,2.925,Dactylis glomerata,Poaceae,native,0.908,NA,Lolium multiflorum,Poaceae,inter,0,H11
549,Cynosurus cristatus,Poaceae,native,2.925,2.925,Lolium multiflorum,Poaceae,alien,0.78,NA,Dactylis glomerata,Poaceae,inter,0,H11
1657,Plantago media,Plantaginaceae,native,4.962,4.962,Onobrychis viciifolia,Leguminosae,alien,0.211,0.093,alone,alone,alone,2,A7
461,Dactylis glomerata,Poaceae,native,3.92,3.92,Plantago media,Plantaginaceae,native,0.197,NA,Solidago canadensis,Compositae,inter,0,H5
461,Dactylis glomerata,Poaceae,native,3.92,3.92,Solidago canadensis,Compositae,alien,0.474,NA,Plantago media,Plantaginaceae,inter,0,H5
327,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,1.33,NA,Leontodon autumnalis,Compositae,intra,0,C2
327,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.447,NA,Leontodon autumnalis,Compositae,intra,0,C2
191,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.681,NA,Lotus corniculatus,Leguminosae,intra,0,C3
191,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.254,NA,Lotus corniculatus,Leguminosae,intra,0,C3
558,Cynosurus cristatus,Poaceae,native,3.026,3.026,Epilobium ciliatum,Onagraceae,alien,0.656,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
558,Cynosurus cristatus,Poaceae,native,3.026,3.026,Epilobium ciliatum,Onagraceae,alien,0.882,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
1510,Solidago gigantea,Compositae,alien,0.822,0.822,Lolium multiflorum,Poaceae,alien,2.642,NA,Lolium multiflorum,Poaceae,intra,33,C8
1510,Solidago gigantea,Compositae,alien,0.822,0.822,Lolium multiflorum,Poaceae,alien,0.773,NA,Lolium multiflorum,Poaceae,intra,33,C8
979,Lotus corniculatus,Leguminosae,native,1.302,1.302,Epilobium ciliatum,Onagraceae,alien,1.002,0.182,alone,alone,alone,0,A9
1118,Onobrychis viciifolia,Leguminosae,alien,1.591,1.591,Plantago media,Plantaginaceae,native,0.882,0.071,alone,alone,alone,0,A5
151,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.898,NA,Solidago canadensis,Compositae,intra,0,C6
151,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.57,NA,Solidago canadensis,Compositae,intra,0,C6
1474,Solidago gigantea,Compositae,alien,3.272,3.272,Leontodon autumnalis,Compositae,native,0.776,NA,Leontodon autumnalis,Compositae,intra,20,C2
1474,Solidago gigantea,Compositae,alien,3.272,3.272,Leontodon autumnalis,Compositae,native,0.626,NA,Leontodon autumnalis,Compositae,intra,20,C2
479,Cynosurus cristatus,Poaceae,native,2.835,2.835,Lotus corniculatus,Leguminosae,native,0.725,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
479,Cynosurus cristatus,Poaceae,native,2.835,2.835,Epilobium ciliatum,Onagraceae,alien,1.298,NA,Lotus corniculatus,Leguminosae,inter,0,H18
1655,Plantago media,Plantaginaceae,native,4.159,4.159,Leontodon autumnalis,Compositae,native,0.69,0.882,alone,alone,alone,2,A2
352,Dactylis glomerata,Poaceae,native,6.402,6.402,Lotus corniculatus,Leguminosae,native,0.41,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
352,Dactylis glomerata,Poaceae,native,6.402,6.402,Epilobium ciliatum,Onagraceae,alien,0.893,NA,Lotus corniculatus,Leguminosae,inter,0,H18
841,Lolium multiflorum,Poaceae,alien,2.761,2.761,Senecio inaequidens,Compositae,alien,2.138,1.057,alone,alone,alone,0,A10
650,Leontodon autumnalis,Compositae,native,3.107,3.107,Lotus corniculatus,Leguminosae,native,0.204,NA,Lotus corniculatus,Leguminosae,intra,0,C3
650,Leontodon autumnalis,Compositae,native,3.107,3.107,Lotus corniculatus,Leguminosae,native,0.554,NA,Lotus corniculatus,Leguminosae,intra,0,C3
90,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.192,0.07,alone,alone,alone,0,A7
440,Dactylis glomerata,Poaceae,native,5.114,5.114,Plantago media,Plantaginaceae,native,0.274,NA,Senecio inaequidens,Compositae,inter,0,H25
440,Dactylis glomerata,Poaceae,native,5.114,5.114,Senecio inaequidens,Compositae,alien,0.798,NA,Plantago media,Plantaginaceae,inter,0,H25
1379,Salvia verticillata,Lamiaceae,alien,3.647,3.647,Lolium multiflorum,Poaceae,alien,1.37,1.342,alone,alone,alone,28,A8
706,Leontodon autumnalis,Compositae,native,2.883,2.883,Dactylis glomerata,Poaceae,native,2.284,1.131,alone,alone,alone,0,A1
69,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,1.664,NA,Senecio inaequidens,Compositae,inter,0,H21
69,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,1.677,NA,Dactylis glomerata,Poaceae,inter,0,H21
302,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,2.011,NA,Solidago canadensis,Compositae,inter,0,H5
302,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.387,NA,Plantago media,Plantaginaceae,inter,0,H5
186,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.108,NA,Senecio inaequidens,Compositae,inter,0,H22
